Exam,Unit,Subject,Month,Year,Paper,Number,Section,Topic,Difficulty,Correct,Question,Answer A,Answer B,Answer C,Answer D,Validated Question Code,Validated Answer A Code,Validated Answer B Code,Validated Answer C Code,Validated Answer D Code,Q,A,B,C,D,Question Diagram Path Prefix,A Diagram Path Prefix,B Diagram Path Prefix,C Diagram Path Prefix,D Diagram Path Prefix
cape,1,PureMathematics,May,2025,1,43,Calculus 1,Integration 1,3,A,"\text{The volume of the solid generated when the region enclosed by the curve } y = x^2 \text{, the } y \text{-axis and the line } y = 4 \text{ is rotated 360}^\circ \text{ about the } y \text{-axis is}",8 \pi,16 \pi,32 \pi,64 \pi,"LaTeX(""The volume of the solid generated when the region enclosed by the curve $y = x^2$, the $y$-axis and the line $y = 4$ is rotated 360^\\circ about the $y$-axis is"").parsingMode(.onlyEquations)","LaTeX(""$8 \\pi$"").parsingMode(.onlyEquations)","LaTeX(""$16 \\pi$"").parsingMode(.onlyEquations)","LaTeX(""$32 \\pi$"").parsingMode(.onlyEquations)","LaTeX(""$64 \\pi$"").parsingMode(.onlyEquations)","The volume of the solid generated when the region enclosed by the curve $y = x^2$, the $y$-axis and the line $y = 4$ is rotated 360^\circ about the $y$-axis is",$8 \pi$,$16 \pi$,$32 \pi$,$64 \pi$,cape_1_puremathematics_may_2025_1_43,cape_1_puremathematics_may_2025_1_43_a,cape_1_puremathematics_may_2025_1_43_b,cape_1_puremathematics_may_2025_1_43_c,cape_1_puremathematics_may_2025_1_43_d
cape,1,PureMathematics,May,2024,1,1,"Algebra, Geometry and Calculus",Algebraic Operations,2,A,\frac{\sqrt{x}-\sqrt{y}}{\sqrt{x}+\sqrt{y}} \text{ may be expressed as},\frac{x+y-2 \sqrt{xy}}{x-y},\frac{x-y+2 \sqrt{xy}}{x+y},\frac{x+y}{x-y},\frac{x-y}{x+y},"LaTeX(""$\\frac{\\sqrt{x}-\\sqrt{y}}{\\sqrt{x}+\\sqrt{y}}$ may be expressed as"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{x+y-2 \\sqrt{xy}}{x-y}$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{x-y+2 \\sqrt{xy}}{x+y}$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{x+y}{x-y}$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{x-y}{x+y}$"").parsingMode(.onlyEquations)",$\frac{\sqrt{x}-\sqrt{y}}{\sqrt{x}+\sqrt{y}}$ may be expressed as,$\frac{x+y-2 \sqrt{xy}}{x-y}$,$\frac{x-y+2 \sqrt{xy}}{x+y}$,$\frac{x+y}{x-y}$,$\frac{x-y}{x+y}$,cape_1_puremathematics_may_2024_1_1,cape_1_puremathematics_may_2024_1_1_a,cape_1_puremathematics_may_2024_1_1_b,cape_1_puremathematics_may_2024_1_1_c,cape_1_puremathematics_may_2024_1_1_d
cape,1,PureMathematics,May,2024,1,2,"Algebra, Geometry and Calculus",Algebraic Operations,2,B,"\text{Using summation notation, the series } 3 - 9 + 27 - 81 + \dots - 729 \text{ may be represented by}",\sum_{(r=1)}^{6} (-1)^r 3^r,\sum_{(r=1)}^{6} (-1)^{r+1} 3^r,\sum_{(r=1)}^{6} (-1)^r 3^{r-1},\sum_{(r=1)}^{6} (-1)^{r+1} 3^{r+1},"LaTeX(""Using summation notation, the series $3 - 9 + 27 - 81 + \\dots - 729$ may be represented by"").parsingMode(.onlyEquations)","LaTeX(""$\\sum_{(r=1)}^{6} (-1)^r 3^r$"").parsingMode(.onlyEquations)","LaTeX(""$\\sum_{(r=1)}^{6} (-1)^{r+1} 3^r$"").parsingMode(.onlyEquations)","LaTeX(""$\\sum_{(r=1)}^{6} (-1)^r 3^{r-1}$"").parsingMode(.onlyEquations)","LaTeX(""$\\sum_{(r=1)}^{6} (-1)^{r+1} 3^{r+1}$"").parsingMode(.onlyEquations)","Using summation notation, the series $3 - 9 + 27 - 81 + \dots - 729$ may be represented by",$\sum_{(r=1)}^{6} (-1)^r 3^r$,$\sum_{(r=1)}^{6} (-1)^{r+1} 3^r$,$\sum_{(r=1)}^{6} (-1)^r 3^{r-1}$,$\sum_{(r=1)}^{6} (-1)^{r+1} 3^{r+1}$,cape_1_puremathematics_may_2024_1_2,cape_1_puremathematics_may_2024_1_2_a,cape_1_puremathematics_may_2024_1_2_b,cape_1_puremathematics_may_2024_1_2_c,cape_1_puremathematics_may_2024_1_2_d
cape,1,PureMathematics,May,2024,1,18,"Trigonometry, Coordinate Geometry and Vectors",Vectors,3,B,"\text{Given that } \mathbf{a} = \mathbf{i} - \mathbf{j}, \mathbf{b} = -\mathbf{i} + 2 \mathbf{j} + 3 \mathbf{k}, \vec{OP} = \mathbf{a} + 2 \mathbf{b} \text{ and } \vec{OQ} = 2 \mathbf{a} - \mathbf{b} \text{, then } \vec{OP} \cdot \vec{OQ} \text{ is equal to}",-27,-33,27,33,"LaTeX(""Given that $\\mathbf{a} = \\mathbf{i} - \\mathbf{j}, \\mathbf{b} = -\\mathbf{i} + 2 \\mathbf{j} + 3 \\mathbf{k}, \\vec{OP} = \\mathbf{a} + 2 \\mathbf{b}$ and $\\vec{OQ} = 2 \\mathbf{a} - \\mathbf{b}$, then $\\vec{OP} \\cdot \\vec{OQ}$ is equal to"").parsingMode(.onlyEquations)","LaTeX(""$-27$"").parsingMode(.onlyEquations)","LaTeX(""$-33$"").parsingMode(.onlyEquations)","LaTeX(""$27$"").parsingMode(.onlyEquations)","LaTeX(""$33$"").parsingMode(.onlyEquations)","Given that $\mathbf{a} = \mathbf{i} - \mathbf{j}, \mathbf{b} = -\mathbf{i} + 2 \mathbf{j} + 3 \mathbf{k}, \vec{OP} = \mathbf{a} + 2 \mathbf{b}$ and $\vec{OQ} = 2 \mathbf{a} - \mathbf{b}$, then $\vec{OP} \cdot \vec{OQ}$ is equal to",$-27$,$-33$,$27$,$33$,cape_1_puremathematics_may_2024_1_18,cape_1_puremathematics_may_2024_1_18_a,cape_1_puremathematics_may_2024_1_18_b,cape_1_puremathematics_may_2024_1_18_c,cape_1_puremathematics_may_2024_1_18_d
cape,1,PureMathematics,May,2024,1,26,"Trigonometry, Coordinate Geometry and Vectors","Trigonometric Functions, Identities and Equations",4,A,\text{The general solution of } \cos 2 \theta = \cos \frac{\pi}{3} \text{ is } \theta =,n\pi \pm \frac{\pi}{6},n\pi \pm \frac{\pi}{3},2n\pi \pm \frac{\pi}{6},n\pi \pm \frac{2 \pi}{3},"LaTeX(""The general solution of $\\cos 2 \\theta = \\cos \\frac{\\pi}{3}$ is $\\theta =$"").parsingMode(.onlyEquations)","LaTeX(""$n\\pi \\pm \\frac{\\pi}{6}$"").parsingMode(.onlyEquations)","LaTeX(""$n\\pi \\pm \\frac{\\pi}{3}$"").parsingMode(.onlyEquations)","LaTeX(""$2n\\pi \\pm \\frac{\\pi}{6}$"").parsingMode(.onlyEquations)","LaTeX(""$n\\pi \\pm \\frac{2 \\pi}{3}$"").parsingMode(.onlyEquations)",The general solution of $\cos 2 \theta = \cos \frac{\pi}{3}$ is $\theta =$,$n\pi \pm \frac{\pi}{6}$,$n\pi \pm \frac{\pi}{3}$,$2n\pi \pm \frac{\pi}{6}$,$n\pi \pm \frac{2 \pi}{3}$,cape_1_puremathematics_may_2024_1_26,cape_1_puremathematics_may_2024_1_26_a,cape_1_puremathematics_may_2024_1_26_b,cape_1_puremathematics_may_2024_1_26_c,cape_1_puremathematics_may_2024_1_26_d
cape,1,PureMathematics,May,2024,1,28,"Trigonometry, Coordinate Geometry and Vectors",Vectors,3,B,"\text{Given that } |\vec{OP}| = 24 \text{ units, } \vec{OP} =",6 \mathbf{i} - 6 \mathbf{j} - 3 \mathbf{k},16 \mathbf{i} - 16 \mathbf{j} - 8 \mathbf{k},36 \mathbf{i} - 36 \mathbf{j} - 72 \mathbf{k},48 \mathbf{i} - 48 \mathbf{j} - 24 \mathbf{k},"LaTeX(""Given that $|\\vec{OP}| = 24$ units, $\\vec{OP} =$"").parsingMode(.onlyEquations)","LaTeX(""$6 \\mathbf{i} - 6 \\mathbf{j} - 3 \\mathbf{k}$"").parsingMode(.onlyEquations)","LaTeX(""$16 \\mathbf{i} - 16 \\mathbf{j} - 8 \\mathbf{k}$"").parsingMode(.onlyEquations)","LaTeX(""$36 \\mathbf{i} - 36 \\mathbf{j} - 72 \\mathbf{k}$"").parsingMode(.onlyEquations)","LaTeX(""$48 \\mathbf{i} - 48 \\mathbf{j} - 24 \\mathbf{k}$"").parsingMode(.onlyEquations)","Given that $|\vec{OP}| = 24$ units, $\vec{OP} =$",$6 \mathbf{i} - 6 \mathbf{j} - 3 \mathbf{k}$,$16 \mathbf{i} - 16 \mathbf{j} - 8 \mathbf{k}$,$36 \mathbf{i} - 36 \mathbf{j} - 72 \mathbf{k}$,$48 \mathbf{i} - 48 \mathbf{j} - 24 \mathbf{k}$,cape_1_puremathematics_may_2024_1_28,cape_1_puremathematics_may_2024_1_28_a,cape_1_puremathematics_may_2024_1_28_b,cape_1_puremathematics_may_2024_1_28_c,cape_1_puremathematics_may_2024_1_28_d
cape,1,PureMathematics,May,2024,1,29,"Trigonometry, Coordinate Geometry and Vectors",Vectors,2,B,\text{The vector } \mathbf{a} \text{ is given as } 5 \mathbf{i} + 12 \mathbf{j} \text{. A unit vector parallel to } \mathbf{a} \text{ is},\frac{3}{13}(5 \mathbf{i} + 12 \mathbf{j}),\frac{1}{13}(5 \mathbf{i} + 12 \mathbf{j}),15 \mathbf{i} + 36 \mathbf{j},195 \mathbf{i} + 468 \mathbf{j},"LaTeX(""The vector $\\mathbf{a}$ is given as $5 \\mathbf{i} + 12 \\mathbf{j}$. A unit vector parallel to $\\mathbf{a}$ is"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{3}{13}(5 \\mathbf{i} + 12 \\mathbf{j})$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{1}{13}(5 \\mathbf{i} + 12 \\mathbf{j})$"").parsingMode(.onlyEquations)","LaTeX(""$15 \\mathbf{i} + 36 \\mathbf{j}$"").parsingMode(.onlyEquations)","LaTeX(""$195 \\mathbf{i} + 468 \\mathbf{j}$"").parsingMode(.onlyEquations)",The vector $\mathbf{a}$ is given as $5 \mathbf{i} + 12 \mathbf{j}$. A unit vector parallel to $\mathbf{a}$ is,$\frac{3}{13}(5 \mathbf{i} + 12 \mathbf{j})$,$\frac{1}{13}(5 \mathbf{i} + 12 \mathbf{j})$,$15 \mathbf{i} + 36 \mathbf{j}$,$195 \mathbf{i} + 468 \mathbf{j}$,cape_1_puremathematics_may_2024_1_29,cape_1_puremathematics_may_2024_1_29_a,cape_1_puremathematics_may_2024_1_29_b,cape_1_puremathematics_may_2024_1_29_c,cape_1_puremathematics_may_2024_1_29_d
cape,1,PureMathematics,May,2024,1,34,Calculus 1,Limits,2,B,\text{A dial on a plane preparing for landing registers the number } 200 + 5 \left\{ \frac{\sin h}{h} \right\} \text{ where } h \text{ is the height above the ground. Just as the plane lands the dial reads},200,205,200 + \frac{5 \pi}{2},200 + 5 \pi,"LaTeX(""A dial on a plane preparing for landing registers the number $200 + 5 \\left\\{ \\frac{\\sin h}{h} \\right\\}$ where $h$ is the height above the ground. Just as the plane lands the dial reads"").parsingMode(.onlyEquations)","LaTeX(""$200$"").parsingMode(.onlyEquations)","LaTeX(""$205$"").parsingMode(.onlyEquations)","LaTeX(""$200 + \\frac{5 \\pi}{2}$"").parsingMode(.onlyEquations)","LaTeX(""$200 + 5 \\pi$"").parsingMode(.onlyEquations)",A dial on a plane preparing for landing registers the number $200 + 5 \left\{ \frac{\sin h}{h} \right\}$ where $h$ is the height above the ground. Just as the plane lands the dial reads,$200$,$205$,$200 + \frac{5 \pi}{2}$,$200 + 5 \pi$,cape_1_puremathematics_may_2024_1_34,cape_1_puremathematics_may_2024_1_34_a,cape_1_puremathematics_may_2024_1_34_b,cape_1_puremathematics_may_2024_1_34_c,cape_1_puremathematics_may_2024_1_34_d
cape,1,PureMathematics,May,2024,1,36,Calculus 1,Limits,2,C,\lim_{(x \to 0)} \frac{\sin 3x}{2x} =,0,\frac{2}{3},\frac{3}{2},\infty,"LaTeX(""$\\lim_{(x \\to 0)} \\frac{\\sin 3x}{2x} =$"").parsingMode(.onlyEquations)","LaTeX(""$0$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{2}{3}$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{3}{2}$"").parsingMode(.onlyEquations)","LaTeX(""$\\infty$"").parsingMode(.onlyEquations)",$\lim_{(x \to 0)} \frac{\sin 3x}{2x} =$,$0$,$\frac{2}{3}$,$\frac{3}{2}$,$\infty$,cape_1_puremathematics_may_2024_1_36,cape_1_puremathematics_may_2024_1_36_a,cape_1_puremathematics_may_2024_1_36_b,cape_1_puremathematics_may_2024_1_36_c,cape_1_puremathematics_may_2024_1_36_d
cape,1,PureMathematics,May,2024,1,43,Calculus 1,Integration 1,3,D,"\text{The portion of the curve } y = 2x \text{ between } x = a \text{ and } x = b \text{ is rotated } 360^\circ \, (2 \pi \, \text{radians}) \text{ about the } x \text{-axis. The volume, } v \text{, of the solid generated is BEST represented as}","v = \frac{1}{4} \int_{a}^{b} \pi y^2 \, dy","v = \frac{1}{4} \int_{a}^{b} \pi y^2 \, dx","v = 4 \int_{a}^{b} \pi x^2 \, dy","v = 4 \int_{a}^{b} \pi x^2 \, dx","LaTeX(""The portion of the curve $y = 2x$ between $x = a$ and $x = b$ is rotated $360^\\circ \\, (2 \\pi \\,$radians$)$ about the $x$-axis. The volume, $v$, of the solid generated is BEST represented as"").parsingMode(.onlyEquations)","LaTeX(""$v = \\frac{1}{4} \\int_{a}^{b} \\pi y^2 \\, dy$"").parsingMode(.onlyEquations)","LaTeX(""$v = \\frac{1}{4} \\int_{a}^{b} \\pi y^2 \\, dx$"").parsingMode(.onlyEquations)","LaTeX(""$v = 4 \\int_{a}^{b} \\pi x^2 \\, dy$"").parsingMode(.onlyEquations)","LaTeX(""$v = 4 \\int_{a}^{b} \\pi x^2 \\, dx$"").parsingMode(.onlyEquations)","The portion of the curve $y = 2x$ between $x = a$ and $x = b$ is rotated $360^\circ \, (2 \pi \,$radians$)$ about the $x$-axis. The volume, $v$, of the solid generated is BEST represented as","$v = \frac{1}{4} \int_{a}^{b} \pi y^2 \, dy$","$v = \frac{1}{4} \int_{a}^{b} \pi y^2 \, dx$","$v = 4 \int_{a}^{b} \pi x^2 \, dy$","$v = 4 \int_{a}^{b} \pi x^2 \, dx$",cape_1_puremathematics_may_2024_1_43,cape_1_puremathematics_may_2024_1_43_a,cape_1_puremathematics_may_2024_1_43_b,cape_1_puremathematics_may_2024_1_43_c,cape_1_puremathematics_may_2024_1_43_d
cape,1,PureMathematics,May,2023,1,3,"Algebra, Geometry and Calculus",The Real Number System,2,D,\frac{\sqrt{x}-\sqrt{y}}{\sqrt{x}+\sqrt{y}} \text{ may be expressed as},\frac{x+y}{x-y},\frac{x-y}{x+y},f(x) = 3 - x^2,\frac{x+y-2 \sqrt{xy}}{x-y},"LaTeX(""$\\frac{\\sqrt{x}-\\sqrt{y}}{\\sqrt{x}+\\sqrt{y}}$ may be expressed as"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{x+y}{x-y}$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{x-y}{x+y}$"").parsingMode(.onlyEquations)","LaTeX(""$f(x) = 3 - x^2$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{x+y-2 \\sqrt{xy}}{x-y}$"").parsingMode(.onlyEquations)",$\frac{\sqrt{x}-\sqrt{y}}{\sqrt{x}+\sqrt{y}}$ may be expressed as,$\frac{x+y}{x-y}$,$\frac{x-y}{x+y}$,$f(x) = 3 - x^2$,$\frac{x+y-2 \sqrt{xy}}{x-y}$,cape_1_puremathematics_may_2023_1_3,cape_1_puremathematics_may_2023_1_3_a,cape_1_puremathematics_may_2023_1_3_b,cape_1_puremathematics_may_2023_1_3_c,cape_1_puremathematics_may_2023_1_3_d
cape,1,PureMathematics,May,2023,1,6,"Algebra, Geometry and Calculus",Algebraic Operations,3,A,"P(x) = x^2 - hx - 12h^2 \text{ and } P(\alpha) = 0 \text{. What are the values of } h \text{, in terms of } \alpha \text{?}","-\frac{\alpha}{3}, \frac{\alpha}{4}","-3 \alpha, 4 \alpha","\frac{\alpha}{3}, \frac{\alpha}{4}","\alpha, 4 \alpha","LaTeX(""$P(x) = x^2 - hx - 12h^2$ and $P(\\alpha) = 0$. What are the values of $h$, in terms of $\\alpha$?"").parsingMode(.onlyEquations)","LaTeX(""$-\\frac{\\alpha}{3}, \\frac{\\alpha}{4}$"").parsingMode(.onlyEquations)","LaTeX(""$-3 \\alpha, 4 \\alpha$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{\\alpha}{3}, \\frac{\\alpha}{4}$"").parsingMode(.onlyEquations)","LaTeX(""$\\alpha, 4 \\alpha$"").parsingMode(.onlyEquations)","$P(x) = x^2 - hx - 12h^2$ and $P(\alpha) = 0$. What are the values of $h$, in terms of $\alpha$?","$-\frac{\alpha}{3}, \frac{\alpha}{4}$","$-3 \alpha, 4 \alpha$","$\frac{\alpha}{3}, \frac{\alpha}{4}$","$\alpha, 4 \alpha$",cape_1_puremathematics_may_2023_1_6,cape_1_puremathematics_may_2023_1_6_a,cape_1_puremathematics_may_2023_1_6_b,cape_1_puremathematics_may_2023_1_6_c,cape_1_puremathematics_may_2023_1_6_d
cape,1,PureMathematics,May,2023,1,17,"Trigonometry, Coordinate Geometry and Vectors",Vectors,3,A,\text{The angle between the vectors } \mathbf{a} = 2 \mathbf{i} - \mathbf{j} + 2 \mathbf{k} \text{ and } \mathbf{b} = \mathbf{i} + 4 \mathbf{j} + \mathbf{k} \text{ is},\frac{\pi}{2},\frac{\pi}{3},\frac{\pi}{4},\frac{\pi}{6},"LaTeX(""The angle between the vectors $\\mathbf{a} = 2 \\mathbf{i} - \\mathbf{j} + 2 \\mathbf{k}$ and $\\mathbf{b} = \\mathbf{i} + 4 \\mathbf{j} + \\mathbf{k}$ is"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{\\pi}{2}$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{\\pi}{3}$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{\\pi}{4}$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{\\pi}{6}$"").parsingMode(.onlyEquations)",The angle between the vectors $\mathbf{a} = 2 \mathbf{i} - \mathbf{j} + 2 \mathbf{k}$ and $\mathbf{b} = \mathbf{i} + 4 \mathbf{j} + \mathbf{k}$ is,$\frac{\pi}{2}$,$\frac{\pi}{3}$,$\frac{\pi}{4}$,$\frac{\pi}{6}$,cape_1_puremathematics_may_2023_1_17,cape_1_puremathematics_may_2023_1_17_a,cape_1_puremathematics_may_2023_1_17_b,cape_1_puremathematics_may_2023_1_17_c,cape_1_puremathematics_may_2023_1_17_d
cape,1,PureMathematics,May,2023,1,25,"Trigonometry, Coordinate Geometry and Vectors","Trigonometric Functions, Identities and Equations",2,A,"\text{Expressed as the product of two trigonometric functions, } \sin \theta + \sin 3 \theta =",2 \sin 2 \theta \cos \theta,2 \sin \theta \cos 2 \theta,-2 \sin \theta \cos 2 \theta,-2 \sin 2 \theta \cos \theta,"LaTeX(""Expressed as the product of two trigonometric functions, $\\sin \\theta + \\sin 3 \\theta =$"").parsingMode(.onlyEquations)","LaTeX(""$2 \\sin 2 \\theta \\cos \\theta$"").parsingMode(.onlyEquations)","LaTeX(""$2 \\sin \\theta \\cos 2 \\theta$"").parsingMode(.onlyEquations)","LaTeX(""$-2 \\sin \\theta \\cos 2 \\theta$"").parsingMode(.onlyEquations)","LaTeX(""$-2 \\sin 2 \\theta \\cos \\theta$"").parsingMode(.onlyEquations)","Expressed as the product of two trigonometric functions, $\sin \theta + \sin 3 \theta =$",$2 \sin 2 \theta \cos \theta$,$2 \sin \theta \cos 2 \theta$,$-2 \sin \theta \cos 2 \theta$,$-2 \sin 2 \theta \cos \theta$,cape_1_puremathematics_may_2023_1_25,cape_1_puremathematics_may_2023_1_25_a,cape_1_puremathematics_may_2023_1_25_b,cape_1_puremathematics_may_2023_1_25_c,cape_1_puremathematics_may_2023_1_25_d
cape,1,PureMathematics,May,2023,1,27,"Trigonometry, Coordinate Geometry and Vectors",Vectors,2,D,\text{The vector } \mathbf{u} \text{ has magnitude } 4 \sqrt{5} \text{ units and is parallel to the vector } \mathbf{v} = \mathbf{i} - 2 \mathbf{j} \text{. A unit vector parallel to } \mathbf{u} \text{ is},\frac{\sqrt{5}}{20}(\mathbf{i} - 2 \mathbf{j}),\frac{4}{\sqrt{5}}(\mathbf{i} - 2 \mathbf{j}),4 \sqrt{5}(\mathbf{i} - 2 \mathbf{j}),\frac{1}{\sqrt{5}}(\mathbf{i} - 2 \mathbf{j}),"LaTeX(""The vector $\\mathbf{u}$ has magnitude $4 \\sqrt{5}$ units and is parallel to the vector $\\mathbf{v} = \\mathbf{i} - 2 \\mathbf{j}$. A unit vector parallel to $\\mathbf{u}$ is"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{\\sqrt{5}}{20}(\\mathbf{i} - 2 \\mathbf{j})$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{4}{\\sqrt{5}}(\\mathbf{i} - 2 \\mathbf{j})$"").parsingMode(.onlyEquations)","LaTeX(""$4 \\sqrt{5}(\\mathbf{i} - 2 \\mathbf{j})$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{1}{\\sqrt{5}}(\\mathbf{i} - 2 \\mathbf{j})$"").parsingMode(.onlyEquations)",The vector $\mathbf{u}$ has magnitude $4 \sqrt{5}$ units and is parallel to the vector $\mathbf{v} = \mathbf{i} - 2 \mathbf{j}$. A unit vector parallel to $\mathbf{u}$ is,$\frac{\sqrt{5}}{20}(\mathbf{i} - 2 \mathbf{j})$,$\frac{4}{\sqrt{5}}(\mathbf{i} - 2 \mathbf{j})$,$4 \sqrt{5}(\mathbf{i} - 2 \mathbf{j})$,$\frac{1}{\sqrt{5}}(\mathbf{i} - 2 \mathbf{j})$,cape_1_puremathematics_may_2023_1_27,cape_1_puremathematics_may_2023_1_27_a,cape_1_puremathematics_may_2023_1_27_b,cape_1_puremathematics_may_2023_1_27_c,cape_1_puremathematics_may_2023_1_27_d
cape,1,PureMathematics,May,2023,1,29,"Trigonometry, Coordinate Geometry and Vectors",Vectors,2,D,"\text{A vector equation for the line through the points } A(3, 4, -7) \text{ and } B(1, -1, 6) \text{ is } \mathbf{r} =",3 \mathbf{i} + 4 \mathbf{j} - 7 \mathbf{k} + \lambda (\mathbf{i} - \mathbf{j} + 6 \mathbf{k}),3 \mathbf{i} + 4 \mathbf{j} - 7 \mathbf{k} + \lambda (4 \mathbf{i} + 3 \mathbf{j} - \mathbf{k}),-2 \mathbf{i} - 5 \mathbf{j} + 13 \mathbf{k} + \lambda (3 \mathbf{i} + 4 \mathbf{j} - 7 \mathbf{k}),3 \mathbf{i} + 4 \mathbf{j} - 7 \mathbf{k} + \lambda (-2 \mathbf{i} - 5 \mathbf{j} + 13 \mathbf{k}),"LaTeX(""A vector equation for the line through the points $A(3, 4, -7)$ and $B(1, -1, 6)$ is $\\mathbf{r} =$"").parsingMode(.onlyEquations)","LaTeX(""$3 \\mathbf{i} + 4 \\mathbf{j} - 7 \\mathbf{k} + \\lambda (\\mathbf{i} - \\mathbf{j} + 6 \\mathbf{k})$"").parsingMode(.onlyEquations)","LaTeX(""$3 \\mathbf{i} + 4 \\mathbf{j} - 7 \\mathbf{k} + \\lambda (4 \\mathbf{i} + 3 \\mathbf{j} - \\mathbf{k})$"").parsingMode(.onlyEquations)","LaTeX(""$-2 \\mathbf{i} - 5 \\mathbf{j} + 13 \\mathbf{k} + \\lambda (3 \\mathbf{i} + 4 \\mathbf{j} - 7 \\mathbf{k})$"").parsingMode(.onlyEquations)","LaTeX(""$3 \\mathbf{i} + 4 \\mathbf{j} - 7 \\mathbf{k} + \\lambda (-2 \\mathbf{i} - 5 \\mathbf{j} + 13 \\mathbf{k})$"").parsingMode(.onlyEquations)","A vector equation for the line through the points $A(3, 4, -7)$ and $B(1, -1, 6)$ is $\mathbf{r} =$",$3 \mathbf{i} + 4 \mathbf{j} - 7 \mathbf{k} + \lambda (\mathbf{i} - \mathbf{j} + 6 \mathbf{k})$,$3 \mathbf{i} + 4 \mathbf{j} - 7 \mathbf{k} + \lambda (4 \mathbf{i} + 3 \mathbf{j} - \mathbf{k})$,$-2 \mathbf{i} - 5 \mathbf{j} + 13 \mathbf{k} + \lambda (3 \mathbf{i} + 4 \mathbf{j} - 7 \mathbf{k})$,$3 \mathbf{i} + 4 \mathbf{j} - 7 \mathbf{k} + \lambda (-2 \mathbf{i} - 5 \mathbf{j} + 13 \mathbf{k})$,cape_1_puremathematics_may_2023_1_29,cape_1_puremathematics_may_2023_1_29_a,cape_1_puremathematics_may_2023_1_29_b,cape_1_puremathematics_may_2023_1_29_c,cape_1_puremathematics_may_2023_1_29_d
cape,1,PureMathematics,May,2023,1,30,"Trigonometry, Coordinate Geometry and Vectors",Vectors,1,B,"\text{Given that the position vectors of the points P and Q are } \begin{pmatrix} 2 \ -1 \ 8 \end{pmatrix} \text{ and } \begin{pmatrix} -1 \ 4 \ 4 \end{pmatrix} \text{ respectively, then the length of the vector PQ is}",3 \sqrt{2},5 \sqrt{2},4,3,"LaTeX(""Given that the position vectors of the points P and Q are $\\begin{pmatrix} 2 \\ -1 \\ 8 \\end{pmatrix}$ and $\\begin{pmatrix} -1 \\ 4 \\ 4 \\end{pmatrix}$ respectively, then the length of the vector PQ is"").parsingMode(.onlyEquations)","LaTeX(""$3 \\sqrt{2}$"").parsingMode(.onlyEquations)","LaTeX(""$5 \\sqrt{2}$"").parsingMode(.onlyEquations)","LaTeX(""$4$"").parsingMode(.onlyEquations)","LaTeX(""$3$"").parsingMode(.onlyEquations)","Given that the position vectors of the points P and Q are $\begin{pmatrix} 2 \ -1 \ 8 \end{pmatrix}$ and $\begin{pmatrix} -1 \ 4 \ 4 \end{pmatrix}$ respectively, then the length of the vector PQ is",$3 \sqrt{2}$,$5 \sqrt{2}$,$4$,$3$,cape_1_puremathematics_may_2023_1_30,cape_1_puremathematics_may_2023_1_30_a,cape_1_puremathematics_may_2023_1_30_b,cape_1_puremathematics_may_2023_1_30_c,cape_1_puremathematics_may_2023_1_30_d
cape,1,PureMathematics,May,2023,1,35,Calculus 1,Limits,1,C,\lim_{(x \to 3)} \frac{x^2 - 9}{x - 3} \text{ is},-\infty,0,6,\infty,"LaTeX(""$\\lim_{(x \\to 3)} \\frac{x^2 - 9}{x - 3}$ is"").parsingMode(.onlyEquations)","LaTeX(""$-\\infty$"").parsingMode(.onlyEquations)","LaTeX(""0"").parsingMode(.onlyEquations)","LaTeX(""6"").parsingMode(.onlyEquations)","LaTeX(""$\\infty$"").parsingMode(.onlyEquations)",$\lim_{(x \to 3)} \frac{x^2 - 9}{x - 3}$ is,$-\infty$,0,6,$\infty$,cape_1_puremathematics_may_2023_1_35,cape_1_puremathematics_may_2023_1_35_a,cape_1_puremathematics_may_2023_1_35_b,cape_1_puremathematics_may_2023_1_35_c,cape_1_puremathematics_may_2023_1_35_d
